title,author,price,pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,publisher,media_avaliacao
R Deep Learning Essentials: A step--step guide to building deep learning models using TensorFlow Keras and MXNet 2nd Edition,"[Mark Hodnett,Joshua F. Wiley]",41.99,378,4.1,8,0.58,0.26,0.17,0,0,Packt Publishing (August 24 2018),0.296666666666667
Implement NLP use-cases using BERT: Explore the Implementation of NLP Tasks Using the Deep Learning Framework and Python (English Edition),[Amandeep],29.95,164,3,2,0.49,0.51,0,0,0,BPB Publications (April 17 2021),0.299333333333333
Machine Learning at Scale with H2O: A practical guide to building and deploying machine learning models on enterprise systems,"[Gregory Keys,David Whiting]",39.99,396,5,2,1,0,0,0,0,Packt Publishing (July 29 2022),0.333333333333333
Python: The Complete Crash Course to Learn Python in One Week Machine Learning and Deep Learning with Hands-On Exercises,[frad willson],14.99,229,,0,0,0,0,0,0,Independently published (September 5 2022),0
Pro Deep Learning with TensorFlow: A Mathematical Approach to Advanced Artificial Intelligence in Python,[Santanu Pattanayak],69.99,419,4.1,32,0.61,0.09,0.18,0.02,0.09,Apress,0.272
ARTIFICIAL INTELLIGENCE WITH MATLAB. DEEP LEARNING ARCHITECTURES,[Perez],25.99,199,,0,0,0,0,0,0,Scientific Books (May 23 2022),0
GANs in Action: Deep learning with Generative Adversarial Networks,"[Jakub Langr,Vladimir Bok]",37.99,276,4.2,33,0.65,0.11,0.16,0.08,0,Manning,0.288666666666667
From Curiosity to Deep Learning: Personal Digital Inquiry in Grades K-5,"[Julie Coiro,Elizabeth Dobler et al.]",33.06,256,4.6,10,0.73,0.13,0.14,0,0,Stenhouse Publishers (July 30 2019),0.306
Deep Learning Applications of Short-range Radars,"[Avik Santra,Souvik Hazra]",179,350,5,1,1,0,0,0,0,Artech House (September 30 2020),0.333333333333333
Deep Learning Cookbook: Practical Recipes to Get Started Quickly,[Douwe Osinga],37.3,251,4.5,17,0.68,0.15,0.17,0,0,OReilly Media,0.300666666666667
Deep Reinforcement Learning with Python: With PyTorch TensorFlow and OpenAI Gym,[Nimish Sanghi],36.49,404,4.3,10,0.72,0.14,0.14,0,0,Apress,0.305333333333333
Empowering Young Children,[Wendy Ostroff],34.95,170,,0,0,0,0,0,0,Routledge,0
Deep Discourse: A Framework for Cultivating Student-Led Discussions -Use Conversation to Raise Student Learning Motivation and Engagement in K-12 Classrooms,"[Sandi Novak,Cara Slattery]",36.95,184,5,4,1,0,0,0,0,Solution Tree,0.333333333333333
Purposeful Play: A Teachers Guide to Igniting Deep and Joyful Learning Across the Day,"[Kristine Mraz,Alison Porcelli et al.]",28.34,184,4.7,348,0.82,0.13,0.03,0.01,0.02,Heinemann,0.316666666666667
Generative AI with Python and TensorFlow 2: Create images text and music with VAEs GANs LSTMs Transformer models,"[Joseph Babcock,Raghav Bali]",37.99,488,4.3,22,0.68,0.09,0.12,0.1,0,Packt Publishing (April 30 2021),0.288
DEEP LEARNING TOOLS: NEURAL NETWORKS USING MATLAB,[Perez],25.99,205,,0,0,0,0,0,0,Scientific Books (May 23 2022),0
Embedded Deep Learning: Algorithms Architectures and Circuits for Always-on Neural Network Processing,"[Bert Moons,Daniel Bankman et al.]",88.12,222,5,1,1,0,0,0,0,Springer,0.333333333333333
Learning Unix for OS X: Going Deep With the Terminal and Shell,[Dave Taylor],24.99,238,4.4,77,0.56,0.32,0.04,0.08,0,OReilly Media,0.290666666666667
Hands-On Natural Language Processing with PyTorch 1.x: Build smart AI-driven linguistic applications using deep learning and NLP techniques,[Thomas Dop],41.99,276,3.7,5,0.36,0.22,0.21,0.21,0,Packt Publishing (July 9 2020),0.248666666666667
Python Deep Learning Projects: 9 projects demystifying neural network and deep learning models for building intelligent systems,"[Matthew Lamons,Rahul Kumar et al.]",46.99,472,3.9,5,0.34,0.26,0.4,0,0,Packt Publishing (October 31 2018),0.262666666666667
Deep Learning Pipeline: Building a Deep Learning Model with TensorFlow,"[Hisham El-Amir,Mahmoud Hamdy]",15.43,580,2,1,1,0,0,0,0,Apress,0.333333333333333
Machine Learning for Cybersecurity: Innovative Deep Learning Solutions (SpringerBriefs in Computer Science),[Marwan Omar],54.99,56,,0,0,0,0,0,0,Springer,0
Beginning Deep Learning with TensorFlow: Work with Keras MNIST Data Sets and Advanced Neural Networks,"[Liangqu Long,Xiangming Zeng]",28.98,740,,0,0,0,0,0,0,Apress,0
Cultivating Curiosity in K-12 Classrooms: How to Promote and Sustain Deep Learning,[Wendy L. Ostroff],21.9,176,4.5,48,0.67,0.21,0.09,0.03,0,ASCD (July 13 2016),0.301333333333333
Machine Learning for Economics and Finance in TensorFlow 2: Deep Learning Models for Research and Industry,[Isaiah Hull],48.04,384,3.3,3,0.33,0.33,0.34,0,0,Apress,0.266
Machine Learning for Algorithmic Trading: Predictive models to extract signals from market and alternative data for systematic trading strategies with Python 2nd Edition,[Stefan Jansen],44.99,820,4.5,243,0.68,0.19,0.06,0.03,0.04,Packt Publishing (July 31 2020),0.296
The Deep Learning AI Playbook: Strategy for Disruptive Artificial Intelligence,[Carlos E Perez],29,367,3.7,12,0.51,0.17,0.16,0.16,0,CreateSpace Independent Publishing Platform,0.268666666666667
Risk Modeling: Practical Applications of Artificial Intelligence Machine Learning and Deep Learning (Wiley and SAS Business Series),"[Terisa Roberts,Stephen J. Tonna]",47.92,208,,0,0,0,0,0,0,Wiley,0
AI and Machine Learning for Coders: A Programmers Guide to Artificial Intelligence,[Laurence Moroney],38.49,392,4.7,127,0.79,0.16,0.04,0.02,0,OReilly Media,0.316666666666667
Building Computer Vision Projects with OpenCV 4 and C++: Implement complex computer vision algorithms and explore deep learning and face detection,"[David Millan Escriva,Prateek Joshi et al.]",49.99,538,4.1,31,0.55,0.22,0.07,0.11,0.05,Packt Publishing (March 26 2019),0.274
Advanced Deep Learning with TensorFlow 2 and Keras: Apply DL GANs VAEs deep RL unsupervised learning object detection and segmentation and more 2nd Edition,[Rowel Atienza],39.99,512,4.5,62,0.74,0.14,0.06,0.02,0.04,Packt Publishing (February 28 2020),0.301333333333333
Deep Learning for Computer Vision with SASÂ®: An Introduction,[Robert Blanchard],25.95,150,,0,0,0,0,0,0,SAS Institute (June 11 2020),0
Understanding Deep Learning: Application in Rare Event Prediction (Student Version),[Chitta Ranjan Ph.D.],30,426,,0,0,0,0,0,0,Independently published (December 26 2020),0
Deep Learning on Graphs,"[Yao Ma,Jiliang Tang]",45.91,400,4.7,8,0.83,0.17,0,0,0,Cambridge University Press,0.322
Data Orchestration in Deep Learning Accelerators (Synthesis Lectures on Computer Architecture),"[Tushar Krishna,Hyoukjun Kwon et al.]",73.76,164,4.2,3,0.62,0.38,0,0,0,,0.308
Deep Reinforcement Learning,[Aske Plaat],58.31,421,,0,0,0,0,0,0,Springer,0
Efficient Processing of Deep Neural Networks (Synthesis Lectures on Computer Architecture),"[Vivienne Sze,Yu-Hsin Chen et al.]",86.35,342,4.5,14,0.67,0.22,0.1,0,0,Morgan & Claypool Publishers (June 24 2020),0.302
Computer Vision: Algorithms and Applications (Texts in Computer Science),[Richard Szeliski],68.1,947,4.3,18,0.72,0.13,0.07,0.08,0,Springer,0.299333333333333
Applied Software Development With Python & Machine Learning Wearable & Wireless Systems For Movement Disorder Treatment Via Deep Brain Stimulation,"[Robert Lemoyne,Timothy Mastroianni]",79.23,248,,0,0,0,0,0,0,WSPC (August 31 2021),0
Data Scientist Pocket Guide: Over 600 Concepts Terminologies and Processes of Machine Learning and Deep Learning Assembled Together (English Edition),[Mohamed Sabri],29.95,308,4.7,4,0.7,0.3,0,0,0,BPB Publications (June 28 2021),0.313333333333333
Deep Learning with fastai Cookbook: Leverage the easy-to-use fastai framework to unlock the power of deep learning,[Mark Ryan],44.99,340,4.6,13,0.6,0.4,0,0,0,Packt Publishing (September 24 2021),0.306666666666667
Learning TensorFlow: A Guide to Building Deep Learning Systems,"[Tom Hope,Yehezkel S. Resheff et al.]",35.75,242,3.9,62,0.55,0.18,0.09,0.03,0.15,OReilly Media,0.263333333333333
Machine and Deep Learning in Oncology Medical Physics and Radiology,"[Issam El Naqa,Martin J. Murphy]",174.64,529,,0,0,0,0,0,0,Springer,0
Deep Learning for Physical Scientists: Accelerating Research with Machine Learning,"[Edward O. Pyzer-Knapp,Matthew Benatan]",69.1,208,5,2,1,0,0,0,0,Wiley,0.333333333333333
Deep Learning and the Game of Go,"[Max Pumperla,Kevin Ferguson]",50.58,384,4.4,48,0.65,0.15,0.16,0.04,0,Manning,0.294
Automated Machine Learning with AutoKeras: Deep learning made accessible for everyone with just few lines of coding,[Luis Sobrecueva],41.99,194,4.7,11,0.65,0.35,0,0,0,Packt Publishing (May 21 2021),0.31
Deep Learning with TensorFlow: Explore neural networks and build intelligent systems with Python 2nd Edition,"[Giancarlo Zaccone,Md. Rezaul Karim]",36.11,484,3.2,7,0.11,0.32,0.4,0.17,0,Packt Publishing,0.224666666666667
Advances in Electromagnetics Empowered Artificial Intelligence and Deep Learning (IEEE Press Series on Electromagnetic Wave Theory),"[Sawyer D. Campbell,Douglas H. Werner]",165,,,0,0,0,0,0,0,Wiley-IEEE Press,0
Practical MATLAB Deep Learning: A Projects-Based Approach,"[Michael Paluszek,Stephanie Thomas et al.]",38.34,348,,0,0,0,0,0,0,Apress,0
AI Crash Course: A fun and hands-on introduction to machine learning reinforcement learning deep learning and artificial intelligence with Python,[Hadelin de Ponteves],29.99,360,4.2,81,0.57,0.2,0.14,0.03,0.06,Packt Publishing (November 29 2019),0.279333333333333
Deep Learning In Biology And Medicine,"[Davide Bacciu,Paulo J G Lisboa et al.]",97.65,332,,0,0,0,0,0,0,WSPC (EUROPE) (January 19 2022),0
Autonomous Robotics and Deep Learning (SpringerBriefs in Computer Science),,69.99,74,5,1,1,0,0,0,0,Springer,0.333333333333333
Hands-On Music Generation with Magenta: Explore the role of deep learning in music generation and assisted music composition,[Alexandre DuBreuil],41.99,360,4.5,8,0.47,0.53,0,0,0,Packt Publishing (January 31 2020),0.298
Artificial Intelligence Machine Learning and Deep Learning,[Oswald Campesato],59.95,300,4.4,3,0.37,0.63,0,0,0,Mercury Learning and Information (February 13 2020),0.291333333333333
Culture in School Learning: Revealing the Deep Meaning,[Etta R. Hollins],48.81,252,4.4,6,0.58,0.22,0.2,0,0,Routledge,0.292
Practical MATLAB Deep Learning: A Project-Based Approach,"[Michael Paluszek,Stephanie Thomas]",20.49,267,3.7,14,0.51,0.09,0.1,0.21,0.09,Apress,0.248
Graph-Powered Machine Learning,[Alessandro Nego],42.99,496,4.4,9,0.74,0.15,0.11,0,0,Manning (September 28 2021),0.308666666666667
Mastering Computer Vision with TensorFlow 2.x: Build advanced computer vision applications using machine learning and deep learning techniques,[Krishnendu Kar],44.99,430,3.9,15,0.48,0.27,0.09,0.15,0,Packt Publishing (May 15 2020),0.27
DEEP LEARNING WITH PYTHON: 3 in 1- Beginners Guide+ Simple and Effective Tips and Tricks+ Advanced Guide to Learn Deep Learning with Python,[Benjamin Smith],49.99,547,3.5,2,0.51,0.49,0,0,0,Independently published (March 14 2021),0.300666666666667
Practical Machine Learning with H2O: Powerful Scalable Techniques for Deep Learning and AI,[Darren Cook],33.09,300,4.2,25,0.64,0.15,0.07,0.07,0.06,OReilly Media,0.280666666666667
Deep Learning Approaches for Security Threats in IoT Environments,"[Mohamed Abdel-Basset,Nour Moustafa et al.]",140,384,,0,0,0,0,0,0,Wiley-IEEE Press,0
Artificial Intelligence and Deep Learning in Pathology,[Stanley Cohen MD],82.3,288,4.1,10,0.6,0.13,0.13,0.13,0,Elsevier,0.278
Grokking Artificial Intelligence Algorithms: Understand and apply the core algorithms of deep learning and artificial intelligence in this friendly illustrated guide including exercises and examples,[Rishal Hurbans],55.95,392,4.5,23,0.78,0.08,0.07,0.07,0,Manning,0.304666666666667
Codeless Deep Learning with KNIME: Build train and deploy various deep neural network architectures using KNIME Analytics Platform,"[Kathrin Melcher,Rosaria Silipo]",49.99,384,4.4,26,0.66,0.16,0.11,0.07,0,Packt Publishing (November 27 2020),0.294
Deep Learning Applications (Advances in Intelligent Systems and Computing 1098),,104.51,188,,0,0,0,0,0,0,Springer,0
Deep Learning with Python: Learn Best Practices of Deep Learning Models with PyTorch,"[Nikhil Ketkar,Jojo Moolayil]",32.99,324,4,2,1,0,0,0,0,Apress,0.333333333333333
Artificial Intelligence in Healthcare: AI Machine Learning and Deep and Intelligent Medicine Simplified for Everyone,[Dr Parag Suresh Mahajan MD],29.99,590,4.7,147,0.76,0.22,0.02,0.01,0,MedMantra LLC (March 5 2021),0.317333333333333
Getting started with Deep Learning for Natural Language Processing: Learn how to build NLP applications with Deep Learning (English Edition),[Sunil Patel],29.95,404,4.6,9,0.55,0.45,0,0,0,BPB Publications (January 13 2021),0.303333333333333
Neural Networks and Deep Learning: A Textbook,[Charu C. Aggarwal],49,520,4.5,164,0.69,0.19,0.07,0.02,0.03,Springer,0.299333333333333
Deep Learning with PyTorch: A practical approach to building neural network models using PyTorch,[Vishnu Subramanian],31.75,262,3.5,20,0.46,0.11,0.1,0.15,0.19,Packt Publishing (February 23 2018),0.235333333333333
Machine Learning with Python Cookbook: Practical Solutions from Preprocessing to Deep Learning,,45.39,366,4.5,172,0.72,0.16,0.05,0.04,0.03,OReilly Media,0.3
Deep Learning with R Second Edition,"[Francois Chollet,Tomasz Kalinowski et al.]",59.99,568,4.6,148,0.82,0.09,0.03,0.03,0.03,Manning,0.309333333333333
Designing Machine Learning Systems: An Iterative Process for Production-Ready Applications,[Chip Huyen],43.49,386,4.7,118,0.79,0.14,0.05,0.02,0.01,OReilly Media,0.314
Deep Learning for the Earth Sciences: A Comprehensive Approach to Remote Sensing Climate Science and Geosciences,"[Gustau Camps-Valls,Devis Tuia et al.]",106.99,432,5,1,1,0,0,0,0,Wiley,0.333333333333333
Math and Architectures of Deep Learning,[Krishnendu Chaudhury],49.99,535,,0,0,0,0,0,0,Manning (December 20 2022),0
Programming Machine Learning: From Coding to Deep Learning,[Paolo Perrotta],33.49,342,4.8,42,0.83,0.12,0.05,0,0,Pragmatic Bookshelf,0.318666666666667
Beginning Anomaly Detection Using Python-Based Deep Learning: With Keras and PyTorch,"[Sridhar Alla,Suman Kalyan Adari]",25.49,432,4.3,21,0.56,0.3,0.07,0.07,0,Apress,0.29
Deep Reinforcement Learning: Fundamentals Research and Applications,"[Hao Dong,Zihan Ding et al.]",137.42,541,4.5,2,0.5,0.5,0,0,0,Springer,0.3
Deep Learning for Personalised Healthcare Services (Issn 7),"[Jain,Vishal et al.]",103.29,246,,0,0,0,0,0,0,De Gruyter (October 25 2021),0
Deep Learning in a Disorienting World,[Jon F. Wergin],35.99,210,5,7,1,0,0,0,0,Cambridge University Press (January 30 2020),0.333333333333333
Artificial Intelligence Engines: A Tutorial Introduction to the Mathematics of Deep Learning,[James V Stone],23.99,216,4.3,52,0.6,0.23,0.09,0.03,0.05,Sebtel Press (March 28 2019),0.286666666666667
Hands-On Machine Learning with C++: Build train and deploy end-to-end machine learning and deep learning pipelines,[Kirill Kolodiazhnyi],49.99,530,4.3,33,0.64,0.2,0.07,0.04,0.05,Packt Publishing (May 15 2020),0.289333333333333
Machine Learning Design Patterns: Solutions to Common Challenges in Data Preparation Model Building and MLOps,"[Valliappa Lakshmanan,Sara Robinson et al.]",36.99,408,4.6,243,0.73,0.17,0.06,0.04,0.01,OReilly Media,0.306666666666667
Deep Learning with Hadoop,[Dipayan Dev],41.99,206,4.7,5,0.74,0.26,0,0,0,Packt Publishing (February 20 2017),0.316
Hands-On Mathematics for Deep Learning: Build a solid mathematical foundation for training efficient deep neural networks,[Jay Dawani],39.99,364,4,43,0.49,0.21,0.19,0.06,0.05,Packt Publishing (June 12 2020),0.268666666666667
Mastering OpenCV 4 with Python: A practical guide covering topics from image processing augmented reality to deep learning with OpenCV 4 and Python 3.7,[Alberto Fernandez Villan],44.99,532,4,33,0.54,0.26,0.04,0.15,0,Packt Publishing (March 29 2019),0.277333333333333
Deep Learning with PyTorch Lightning: Swiftly build high-performance Artificial Intelligence (AI) models using Python,[Kunal Sawarkar],44.64,366,4.8,11,0.8,0.2,0,0,0,Packt Publishing (April 29 2022),0.32
Advanced Deep Learning with Python: Design and implement advanced next-generation AI solutions using TensorFlow and PyTorch,[Ivan Vasilev],44.99,468,4.6,30,0.7,0.2,0.1,0,0,Packt Publishing (December 12 2019),0.306666666666667
Differentiation and the Brain: How Neuroscience Supports the Learner-Friendly Classroom (Use Brain-Based Learning and Neuroeducation to Differentiate Instruction),"[David A. Sousa,Carol Ann Tomlinson]",31.38,240,4.7,168,0.82,0.12,0.04,0.01,0,Solution Tree Press,0.314666666666667
Programming PyTorch for Deep Learning: Creating and Deploying Deep Learning Applications,[Ian Pointer],34.49,220,4.1,55,0.68,0.04,0.1,0.11,0.07,OReilly Media,0.276666666666667
MATLAB Deep Learning: With Machine Learning Neural Networks and Artificial Intelligence,[Phil Kim],37.09,168,4.2,37,0.61,0.21,0.04,0.07,0.07,Apress,0.281333333333333
Deep Learning for Radar and Communications Automatic Target Recognition,"[Uttam K. Majumder,Erik P. Blasch et al.]",179,290,,0,0,0,0,0,0,Artech House (July 31 2020),0
Deep Learning: A Practitioners Approach,"[Josh Patterson,Adam Gibson]",23.49,530,4.2,73,0.6,0.15,0.15,0.07,0.04,OReilly Media,0.282
Synthetic Data for Deep Learning (Springer Optimization and Its Applications 174),,169.99,360,3.5,2,0.5,0.5,0,0,0,Springer,0.3
Deep Reinforcement Learning with Python: Master classic RL deep RL distributional RL inverse RL and more with OpenAI Gym and TensorFlow 2nd Edition,[Sudharsan Ravichandiran],39.99,760,4.4,50,0.69,0.18,0.06,0.04,0.04,Packt Publishing (September 30 2020),0.298
Python Machine Learning - Second Edition: Machine Learning and Deep Learning with Python scikit-learn and TensorFlow,"[Sebastian Raschka,Vahid Mirjalili]",41.99,622,4.5,272,0.69,0.19,0.05,0.02,0.05,Packt Publishing,0.296666666666667
Essentials of Deep Learning and AI: Experience Unsupervised Learning Autoencoders Feature Engineering and Time Series Analysis with TensorFlow Keras and scikit-learn (English Edition),"[Shashidhar Soppin,Dr. Manjunath Ramachandra et al.]",29.95,394,5,4,1,0,0,0,0,BPB Publications (November 25 2021),0.333333333333333
Hands-On Deep Learning with Apache Spark: Build and deploy distributed deep learning applications on Apache Spark,[Guglielmo Iozzia],46.99,322,4,1,1,0,0,0,0,Packt Publishing (January 31 2019),0.333333333333333
Deep Learning from the Basics: Python and Deep Learning: Theory and Implementation,[Koki Saitoh],39.99,316,4.3,18,0.61,0.23,0.16,0,0,Packt Publishing (March 8 2021),0.296666666666667
Introduction to Machine Learning with Python: A Guide for Data Scientists,,45,398,4.5,565,0.76,0.14,0.03,0.03,0.04,OReilly Media,0.303333333333333
Machine Learning Engineering,[Andriy Burkov],39.49,310,4.7,222,0.87,0.06,0.03,0.03,0.03,True Positive Inc. (September 5 2020),0.318
Feature Store for Machine Learning: Curate discover share and serve ML features at scale,[Jayanth Kumar M J],39.99,280,5,3,1,0,0,0,0,Packt Publishing (June 30 2022),0.333333333333333
Machine Learning Fundamentals,[Hui Jiang],47.49,418,4.3,6,0.65,0.35,0,0,0,Cambridge University Press,0.31
Applied Machine Learning Explainability Techniques: Make ML models explainable and trustworthy for practical applications using LIME SHAP and more,[Aditya Bhattacharya],44.99,306,5,2,1,0,0,0,0,Packt Publishing (July 29 2022),0.333333333333333
Machine Learning in the Oil and Gas Industry: Including Geosciences Reservoir Engineering and Production Engineering with Python,"[Yogendra Narayan Pandey,Ayush Rastogi et al.]",26.99,320,4.9,20,0.87,0.13,0,0,0,Apress,0.324666666666667
Machine Learning For Dummies,[John Paul Mueller],20.49,464,4.2,56,0.63,0.15,0.1,0.06,0.06,For Dummies,0.282
Journey to Become a Google Cloud Machine Learning Engineer: Build the mind and hand of a Google Certified ML professional,[Dr. Logan Song],42.74,330,,0,0,0,0,0,0,Packt Publishing (September 20 2022),0
Advances in Financial Machine Learning,[Marcos Lopez de Prado],40.49,400,4.5,514,0.76,0.09,0.07,0.03,0.05,Wiley,0.298666666666667
Machine Learning: A Probabilistic Perspective (Adaptive Computation and Machine Learning series),,96.46,1104,4.4,314,0.72,0.11,0.07,0.06,0.04,The MIT Press,0.294
Machine Learning: A Constraint-Based Approach,"[Marco Gori,Alessandro Betti et al.]",105,,,0,0,0,0,0,0,Morgan Kaufmann,0
AWS Certified Machine Learning Specialty: MLS-C01 Certification Guide: The definitive guide to passing the MLS-C01 exam on the very first attempt,"[Somanath Nanda,Weslley Moura]",49.99,338,4.2,31,0.49,0.29,0.14,0.05,0.03,Packt Publishing (March 19 2021),0.277333333333333
Pattern Recognition and Machine Learning (Information Science and Statistics),[Christopher M. Bishop],76.1,738,4.6,663,0.76,0.13,0.06,0.03,0.02,Springer (August 17 2006),0.305333333333333
Fundamentals of Machine Learning for Predictive Data Analytics second edition: Algorithms Worked Examples and Case Studies,"[John D. Kelleher,Brian Mac Namee et al.]",80,856,4.8,48,0.87,0.1,0.03,0,0,The MIT Press,0.322666666666667
Machine Learning for Asset Managers (Elements in Quantitative Finance),,20,152,4.5,101,0.77,0.08,0.08,0.04,0.03,Cambridge University Press (April 30 2020),0.301333333333333
Human-in-the-Loop Machine Learning: Active learning and annotation for human-centered AI,[Robert (Munro) Monarch],42.49,424,4.4,16,0.79,0.11,0.11,0,0,Manning (July 20 2021),0.314666666666667
Interpretable Machine Learning with Python: Learn to build interpretable high-performance models with hands-on real-world examples,[Serg MasÃ­s],40.41,736,4.6,47,0.76,0.14,0.04,0.06,0,Packt Publishing (March 26 2021),0.306666666666667
Machine Learning for Streaming Data with Python: Rapidly build practical online machine learning solutions using River and other top key frameworks,[Joos Korstanje],44.99,258,5,2,1,0,0,0,0,Packt Publishing (July 15 2022),0.333333333333333
Machine Learning Engineering in Action,[Ben Wilson],52.24,576,5,6,1,0,0,0,0,Manning (April 26 2022),0.333333333333333
Gaussian Processes for Machine Learning (Adaptive Computation and Machine Learning series),"[Carl Edward Rasmussen,Christopher K. I. Williams]",50,272,4.7,56,0.82,0.09,0.03,0.02,0.03,The MIT Press (November 23 2005),0.308
Understanding Machine Learning: From Theory to Algorithms,"[Shai Shalev-Shwartz,Shai Ben-David]",62.99,410,4.4,218,0.68,0.14,0.1,0.04,0.04,Cambridge University Press,0.292
Machine Learning in Finance: From Theory to Practice,"[Matthew F. Dixon,Igor Halperin et al.]",83.8,573,4.5,92,0.79,0.07,0.08,0.03,0.04,Springer,0.304666666666667
Machine Learning with Amazon SageMaker Cookbook: 80 proven recipes for data scientists and developers to perform machine learning experiments and deployments,[Joshua Arvin Lat],51.99,762,4.9,12,0.86,0.14,0,0,0,Packt Publishing (October 29 2021),0.324
Introduction to Statistical and Machine Learning Methods for Data Science,"[Dr. Carlos Andre Reis Andre Reis Pinheiro,Mike Patetta]",29.95,170,5,2,1,0,0,0,0,SAS Institute (August 6 2021),0.333333333333333
Probabilistic Numerics: Computation as Machine Learning,"[Philipp Hennig,Michael A. Osborne et al.]",62.99,410,,0,0,0,0,0,0,Cambridge University Press,0
Knowledge Graphs: Fundamentals Techniques and Applications (Adaptive Computation and Machine Learning series),,52.25,568,4.3,45,0.62,0.24,0.05,0.03,0.06,The MIT Press (March 30 2021),0.288666666666667
Scaling Machine Learning with Spark: Distributed ML with MLlib TensorFlow and PyTorch,[Adi Polak],64.31,400,,0,0,0,0,0,0,OReilly Media,0
Building Machine Learning Pipelines: Automating Model Life Cycles with TensorFlow,"[Hannes Hapke,Catherine Nelson]",35.49,366,4.5,57,0.74,0.09,0.1,0.05,0.03,OReilly Media,0.299333333333333
Hey Cyba,[Steve Young],22.3,254,4.3,7,0.53,0.29,0.18,0,0,Cambridge University Press,0.29
Python Programming for Beginners: The #1 Python Programming Crash Course for Beginners to Learn Python Coding Well & Fast (with Hands-On Exercises),[Codeone Publishing],19.45,125,4.3,347,0.66,0.17,0.06,0.06,0.05,Independently published (March 11 2022),0.288666666666667
Machine Learning: A Bayesian and Optimization Perspective,[Sergios Theodoridis],74.42,1160,4.6,24,0.81,0.09,0.04,0.06,0,Academic Press,0.31
Machine Learning: A Quantitative Approach,[Henry H Liu],49.99,479,4.8,23,0.8,0.2,0,0,0,CreateSpace Independent Publishing Platform (March 12 2018),0.32
Machine Learning for Text,[Charu C. Aggarwal],75.9,588,,0,0,0,0,0,0,Springer,0
Machine Learning revised and updated edition (The MIT Press Essential Knowledge series),,15.95,280,4.1,14,0.47,0.22,0.22,0.09,0,The MIT Press,0.271333333333333
Machine Learning Guide for Oil and Gas Using Python: A Step--Step Breakdown with Data Algorithms Codes and Applications,"[Hoss Belyadi,Alireza Haghighat]",115.78,476,5,3,1,0,0,0,0,Gulf Professional Publishing,0.333333333333333
Automated Machine Learning for Business,"[Kai R. Larsen,Daniel S. Becker]",45,352,5,4,1,0,0,0,0,Oxford University Press (June 10 2021),0.333333333333333
Data Mining: Concepts and Techniques (The Morgan Kaufmann Series in Data Management Systems),,71.2,744,4.3,243,0.66,0.17,0.05,0.05,0.06,Morgan Kaufmann,0.286
Natural Language Processing with Transformers Revised Edition,"[Lewis Tunstall,Leandro von Werra et al.]",45.29,406,4.1,16,0.56,0.19,0.08,0.08,0.08,OReilly Media,0.269333333333333
Mastering Azure Machine Learning: Execute large-scale end-to-end machine learning with Azure 2nd Edition,"[Christoph Korner,Marcel Alsdorf]",44.99,624,5,5,1,0,0,0,0,Packt Publishing,0.333333333333333
Getting Started with Natural Language Processing,[Ekaterina Kochmar],39.99,456,,0,0,0,0,0,0,Manning (October 18 2022),0
Build Your Own Programming Language: A programmers guide to designing compilers interpreters and DSLs for solving modern computing problems,[Clinton L. Jeffery],40.49,494,4.3,31,0.57,0.29,0.09,0.05,0,Packt Publishing (December 31 2021),0.292
Introduction to Online Convex Optimization second edition (Adaptive Computation and Machine Learning series),,60,248,,0,0,0,0,0,0,The MIT Press,0
Machine Learning in Asset Pricing (Princeton Lectures in Finance 1),,42.99,160,4.3,7,0.81,0.19,0,0,0,Princeton University Press (May 11 2021),0.320666666666667
Data Cleaning and Exploration with Machine Learning: Get to grips with machine learning techniques to achieve sparkling-clean data quickly,[Michael Walker],49.99,542,5,1,1,0,0,0,0,Packt Publishing (August 26 2022),0.333333333333333
Machine Learning Engineering on AWS: Building Scaling and Securing Machine Learning Systems and MLOps Pipelines in Production,[Joshua Arvin Lat],44.99,570,,0,0,0,0,0,0,Packt Publishing - ebooks Account (November 9 2022),0
Practical Machine Learning for Computer Vision: End-to-End Machine Learning for Images,"[Valliappa Lakshmanan,Martin GÃ¶rner et al.]",52.99,482,4.1,18,0.62,0.09,0.2,0.09,0,OReilly Media,0.282666666666667
Getting Started with Amazon SageMaker Studio: Learn to build end-to-end machine learning projects in the SageMaker machine learning IDE,[Michael Hsieh],41.99,326,4.8,9,0.83,0.17,0,0,0,Packt Publishing (March 31 2022),0.322
Data Engineering with Google Cloud Platform: A practical guide to operationalizing scalable data analytics systems on GCP,[Adi Wijaya],49.99,440,4.6,13,0.61,0.39,0,0,0,Packt Publishing (March 31 2022),0.307333333333333
AWS Certified Machine Learning Study Guide: Specialty (MLS-C01) Exam,"[Shreyas Subramanian,Stefan Natu]",35.49,352,4.9,18,0.91,0.09,0,0,0,Sybex,0.327333333333333
Reinforcement Learning second edition: An Introduction (Adaptive Computation and Machine Learning series),,66.44,552,4.6,460,0.82,0.08,0.02,0.02,0.06,Bradford Books,0.305333333333333
Envisioning Information,[Edward R. Tufte],42,126,4.6,377,0.76,0.12,0.07,0.02,0.03,Graphics Pr (May 1 1990),0.304
Kubeflow for Machine Learning: From Lab to Production,"[Trevor Grant,Holden Karau et al.]",29.6,264,4.1,44,0.55,0.23,0.06,0.06,0.1,OReilly Media,0.271333333333333
